;x;y;z;t
0;;;;0.0
1;440.0;181.0;0.0;0.1499466896057129
2;438.0;189.0;119.74071095821026;0.18643569946289062
3;440.0;155.0;101.76192249710263;0.22236108779907227
4;445.0;141.0;97.37752045694572;0.25097060203552246
5;450.0;132.0;96.84871231859117;0.2799985408782959
6;456.0;126.0;97.47556896184784;0.31210780143737793
7;459.0;123.0;94.85472285215735;0.3398416042327881
8;462.0;122.0;93.8430803866523;0.37351036071777344
9;464.0;122.0;92.86234187712185;0.40378499031066895
10;465.0;122.0;91.4458514523024;0.43552184104919434
11;466.0;123.0;90.98754372909411;0.46558618545532227
12;466.0;124.0;90.07339216277177;0.4960317611694336
13;466.0;124.0;89.18557835575598;0.5282185077667236
14;466.0;125.0;88.74286540379815;0.5589809417724609
15;465.0;125.0;88.30651533892363;0.5895848274230957
16;464.0;125.0;88.30651533892363;0.6219701766967773
17;463.0;124.0;85.39596074132022;0.6525139808654785
18;461.0;124.0;85.39596074132022;0.6838507652282715
19;460.0;124.0;85.8139569655747;0.7127959728240967
20;459.0;123.0;85.8139569655747;0.7448225021362305
21;459.0;123.0;85.8139569655747;0.7758743762969971
22;459.0;122.0;85.39596074132022;0.8077466487884521
23;460.0;121.0;85.39596074132022;0.837695837020874
24;461.0;121.0;86.62181243298022;0.8707315921783447
25;463.0;120.0;86.19988117825913;0.9021115303039551
26;466.0;120.0;86.62181243298022;0.9376912117004395
27;470.0;121.0;87.45230799710525;0.9655032157897949
28;477.0;124.0;87.48410477311583;0.9956274032592773
29;483.0;129.0;87.48410477311583;1.0274510383605957
30;491.0;135.0;83.92916159660363;1.0594794750213623
31;499.0;144.0;85.10100994338941;1.090937852859497
32;506.0;156.0;87.104758425252;1.1220300197601318
33;511.0;169.0;88.37197775631746;1.152864694595337
34;515.0;184.0;88.45400559509147;1.1830101013183594
35;518.0;197.0;87.1912671773433;1.2153704166412354
36;519.0;214.0;88.10285524629792;1.2497801780700684
37;516.0;228.0;89.52400880862285;1.2771074771881104
38;511.0;241.0;90.19488874834687;1.3095810413360596
39;506.0;251.0;88.8591837860098;1.3409979343414307
40;496.0;260.0;90.9340654768274;1.3739068508148193
41;485.0;264.0;91.46396205941228;1.404083013534546
42;409.0;253.0;93.66780841688971;1.5157930850982666
43;398.0;239.0;92.37375275325165;1.5443036556243896
44;390.0;226.0;91.20237971177967;1.57511305809021
45;385.0;213.0;90.615114085622;1.6054556369781494
46;381.0;199.0;91.02324701103906;1.6371829509735107
47;382.0;179.0;92.86234187712185;1.6685640811920166
48;386.0;160.0;91.9293542196895;1.6976654529571533
49;387.0;156.0;96.39150716550341;1.7287650108337402
50;393.0;145.0;96.33875226993055;1.7597064971923828
51;401.0;137.0;99.01605205012507;1.7911601066589355
52;412.0;125.0;91.45490544547562;1.8230512142181396
53;423.0;117.0;89.6262721454729;1.8535165786743164
54;434.0;114.0;85.10100994338941;1.884882926940918
55;445.0;116.0;85.10100994338941;1.9161758422851562
56;445.0;116.0;83.31579982812373;1.9458248615264893
57;456.0;120.0;85.44788497325824;1.9771652221679688
58;477.0;139.0;85.52966697171856;2.0093588829040527
59;484.0;150.0;87.48410477311583;2.0400071144104004
60;484.0;151.0;87.48410477311583;2.0715842247009277
61;490.0;164.0;87.104758425252;2.104039192199707
62;495.0;179.0;87.64359709483591;2.134817361831665
63;497.0;194.0;89.86622067984888;2.1670968532562256
64;498.0;208.0;89.52400880862285;2.1979825496673584
65;496.0;221.0;90.50952147707464;2.228506088256836
66;492.0;231.0;90.50952147707464;2.2583253383636475
67;485.0;239.0;89.69463769923574;2.288499593734741
68;475.0;244.0;90.70338352058435;2.320082187652588
69;463.0;245.0;90.70338352058435;2.353034734725952
70;451.0;245.0;90.70338352058435;2.3824210166931152
71;438.0;239.0;87.37296361362706;2.413933277130127
72;427.0;235.0;93.24336235809038;2.4440178871154785
73;416.0;225.0;91.34643013886443;2.474005699157715
74;409.0;208.0;89.28671456879115;2.505587577819824
75;407.0;196.0;90.14276015710126;2.537061929702759
76;402.0;184.0;90.14276015710126;2.5687336921691895
77;400.0;171.0;91.9293542196895;2.6009483337402344
78;404.0;156.0;91.91097298626548;2.6319398880004883
79;410.0;145.0;92.86234187712185;2.6615781784057617
80;414.0;140.0;96.33875226993055;2.6923413276672363
81;423.0;128.0;84.77272373251894;2.7246129512786865
82;432.0;119.0;87.45230799710525;2.755521059036255
83;442.0;116.0;79.41442768568533;2.788057565689087
84;452.0;117.0;85.02773637898179;2.8193397521972656
85;461.0;120.0;84.26220672076629;2.8494460582733154
86;471.0;127.0;87.04983785476944;2.881908655166626
87;479.0;135.0;86.66820736382623;2.9114365577697754
88;486.0;145.0;85.87416020364364;2.9415743350982666
89;491.0;158.0;86.30671161928069;2.9731740951538086
90;495.0;173.0;88.37197775631746;3.006742000579834
91;497.0;191.0;91.58193710357288;3.036680221557617
92;497.0;208.0;92.5795446922362;3.0674970149993896
93;494.0;223.0;91.20237971177967;3.099351644515991
94;489.0;237.0;92.5795446922362;3.1294338703155518
95;467.0;252.0;89.90065254594911;3.161069631576538
96;443.0;251.0;87.64359709483591;3.192136526107788
97;440.0;248.0;86.69917770013899;3.2229034900665283
98;430.0;243.0;90.01282299419914;3.254359722137451
99;414.0;237.0;89.90065254594911;3.2860465049743652
100;403.0;219.0;88.91751033982548;3.3173906803131104
101;393.0;202.0;86.66820736382623;3.348680257797241
102;386.0;188.0;88.76775330234967;3.3789641857147217
103;382.0;173.0;91.4458514523024;3.40939998626709
104;384.0;158.0;92.39240587820969;3.4418787956237793
