;x;y;t
0;;;0.0
1;445.0;199.0;0.08088493347167969
2;441.0;180.0;0.11490321159362793
3;435.0;166.0;0.14134907722473145
4;441.0;152.0;0.1726546287536621
5;444.0;140.0;0.20305228233337402
6;450.0;132.0;0.23499584197998047
7;455.0;126.0;0.26482510566711426
8;459.0;123.0;0.3009517192840576
9;462.0;122.0;0.33350706100463867
10;464.0;122.0;0.35942697525024414
11;465.0;122.0;0.39102792739868164
12;466.0;123.0;0.4201371669769287
13;466.0;124.0;0.4521050453186035
14;466.0;125.0;0.4826216697692871
15;466.0;125.0;0.5180675983428955
16;465.0;125.0;0.5459802150726318
17;464.0;125.0;0.5782907009124756
18;463.0;124.0;0.6104233264923096
19;461.0;124.0;0.6413388252258301
20;460.0;124.0;0.6709494590759277
21;459.0;123.0;0.7030234336853027
22;459.0;123.0;0.733665943145752
23;459.0;122.0;0.7661087512969971
24;460.0;121.0;0.7973239421844482
25;461.0;121.0;0.8288354873657227
26;463.0;120.0;0.8587386608123779
27;466.0;120.0;0.8950951099395752
28;470.0;121.0;0.9238009452819824
29;477.0;124.0;0.9556713104248047
30;483.0;129.0;0.9797840118408203
31;491.0;135.0;0.9996094703674316
32;499.0;144.0;1.0250487327575684
33;506.0;156.0;1.0574531555175781
34;511.0;169.0;1.0859580039978027
35;515.0;184.0;1.1179618835449219
36;518.0;197.0;1.14906644821167
37;519.0;214.0;1.1797480583190918
38;516.0;228.0;1.210909128189087
39;511.0;241.0;1.242480754852295
40;506.0;251.0;1.2712109088897705
41;496.0;260.0;1.3051114082336426
42;485.0;264.0;1.3360919952392578
43;421.0;263.0;1.3988478183746338
44;408.0;253.0;1.4304158687591553
45;399.0;240.0;1.461247205734253
46;390.0;226.0;1.4940686225891113
47;385.0;214.0;1.5271685123443604
48;381.0;199.0;1.5470807552337646
49;382.0;180.0;1.572777271270752
50;386.0;160.0;1.6048862934112549
51;387.0;156.0;1.6355204582214355
52;393.0;145.0;1.6657814979553223
53;401.0;137.0;1.698155164718628
54;412.0;125.0;1.7275161743164062
55;423.0;117.0;1.7602119445800781
56;434.0;114.0;1.7902865409851074
57;445.0;116.0;1.821230173110962
58;445.0;116.0;1.8528804779052734
59;456.0;120.0;1.8846001625061035
60;477.0;139.0;1.9161443710327148
61;484.0;150.0;1.9469730854034424
62;484.0;151.0;1.9780335426330566
63;490.0;164.0;2.009098768234253
64;495.0;179.0;2.040464401245117
65;497.0;194.0;2.0719730854034424
66;498.0;208.0;2.103598117828369
67;496.0;221.0;2.1340460777282715
68;492.0;231.0;2.165904998779297
69;485.0;239.0;2.1967380046844482
70;475.0;244.0;2.227830648422241
71;463.0;245.0;2.259079694747925
72;451.0;245.0;2.290076971054077
73;438.0;239.0;2.321399688720703
74;427.0;235.0;2.353739023208618
75;416.0;225.0;2.3848354816436768
76;409.0;208.0;2.4176626205444336
77;407.0;196.0;2.4473228454589844
78;402.0;184.0;2.4792256355285645
79;400.0;171.0;2.5101804733276367
80;404.0;156.0;2.5414228439331055
81;410.0;145.0;2.5738120079040527
82;414.0;140.0;2.6038753986358643
83;423.0;128.0;2.634145736694336
84;432.0;119.0;2.665882110595703
85;442.0;115.0;2.696925401687622
86;452.0;116.0;2.7268259525299072
87;461.0;119.0;2.757997512817383
88;471.0;127.0;2.7889456748962402
89;479.0;135.0;2.819998264312744
90;485.0;145.0;2.8512651920318604
91;490.0;158.0;2.883175849914551
92;495.0;173.0;2.9140052795410156
93;497.0;191.0;2.944289445877075
94;497.0;208.0;2.975332736968994
95;494.0;223.0;3.006096124649048
96;489.0;237.0;3.0370941162109375
97;467.0;252.0;3.0681750774383545
98;443.0;251.0;3.1002509593963623
99;440.0;249.0;3.13196063041687
100;430.0;243.0;3.162519693374634
101;414.0;237.0;3.192875385284424
102;403.0;219.0;3.224630355834961
103;393.0;202.0;3.25567626953125
104;385.0;188.0;3.2873804569244385
105;382.0;173.0;3.3181653022766113
106;384.0;158.0;3.34822154045105
107;386.0;145.0;3.380197286605835
108;386.0;143.0;3.41121244430542
109;390.0;133.0;3.4444432258605957
110;397.0;124.0;3.4750847816467285
111;415.0;114.0;3.506895065307617
112;427.0;111.0;3.536074161529541
113;426.0;112.0;3.588935375213623
114;441.0;112.0;3.614154577255249
115;453.0;115.0;3.6457324028015137
116;464.0;120.0;3.676840305328369
117;475.0;128.0;3.7071239948272705
118;485.0;137.0;3.7388906478881836
119;494.0;149.0;3.770956039428711
120;502.0;163.0;3.8028995990753174
121;508.0;174.0;3.8338773250579834
122;512.0;188.0;3.8661043643951416
123;514.0;202.0;3.8967514038085938
124;510.0;214.0;3.9281060695648193
125;505.0;226.0;3.958127498626709
126;495.0;234.0;3.989072561264038
127;483.0;239.0;4.02001166343689
128;471.0;242.0;4.051684379577637
129;454.0;241.0;4.082507371902466
130;437.0;236.0;4.113820314407349
131;425.0;231.0;4.1456286907196045
132;414.0;217.0;4.177868843078613
133;404.0;204.0;4.208794832229614
134;399.0;188.0;4.238996982574463
135;397.0;177.0;4.2701499462127686
136;397.0;164.0;4.301101207733154
137;399.0;153.0;4.332513809204102
138;404.0;141.0;4.364087343215942
139;412.0;132.0;4.396538972854614
140;419.0;125.0;4.429982662200928
141;429.0;118.0;4.459607124328613
142;438.0;116.0;4.491221189498901
143;450.0;116.0;4.5217578411102295
144;459.0;118.0;4.554304599761963
145;469.0;124.0;4.584947347640991
146;477.0;133.0;4.617623805999756
147;486.0;142.0;4.646272420883179
148;490.0;154.0;4.679198265075684
149;494.0;166.0;4.710015296936035
150;498.0;180.0;4.741009950637817
151;500.0;195.0;4.771073341369629
152;496.0;210.0;4.80268669128418
153;492.0;224.0;4.834104776382446
154;489.0;234.0;4.864809036254883
155;480.0;241.0;4.897639274597168
156;470.0;245.0;4.927578449249268
157;441.0;241.0;4.958073377609253
158;431.0;235.0;4.990866184234619
159;433.0;235.0;5.021060466766357
160;420.0;223.0;5.051903247833252
161;413.0;207.0;5.083146810531616
162;412.0;195.0;5.113766193389893
163;411.0;179.0;5.146387815475464
164;414.0;160.0;5.179924249649048
165;424.0;152.0;5.211103916168213
166;421.0;150.0;5.241297721862793
167;429.0;144.0;5.2709949016571045
168;438.0;138.0;5.30087423324585
169;448.0;135.0;5.331206321716309
170;459.0;136.0;5.363985300064087
171;459.0;135.0;5.395593881607056
172;468.0;139.0;5.426201343536377
173;477.0;146.0;5.4580230712890625
174;490.0;161.0;5.48894476890564
175;496.0;172.0;5.520007133483887
176;500.0;184.0;5.550891876220703
177;500.0;197.0;5.581852912902832
178;499.0;208.0;5.613849639892578
179;496.0;217.0;5.6440651416778564
180;489.0;224.0;5.676135540008545
181;479.0;231.0;5.708070278167725
182;467.0;235.0;5.738279819488525
183;452.0;235.0;5.770384788513184
184;452.0;235.0;5.799962520599365
185;438.0;237.0;5.831007480621338
186;413.0;225.0;5.862824440002441
187;402.0;216.0;5.893935680389404
188;392.0;203.0;5.924105167388916
189;385.0;194.0;5.955923795700073
190;380.0;183.0;5.987177133560181
191;377.0;171.0;6.0188987255096436
192;374.0;160.0;6.049939870834351
193;374.0;150.0;6.0810582637786865
194;373.0;141.0;6.113031625747681
195;374.0;133.0;6.143832206726074
196;374.0;126.0;6.175112724304199
197;373.0;126.0;6.205935716629028
198;376.0;120.0;6.2369279861450195
199;375.0;118.0;6.267976999282837
200;374.0;118.0;6.299238920211792
