;x;y;z;t
0;;;;0.0
1;325.0;414.0;;4.223133325576782
2;325.0;414.0;;4.223133325576782
3;325.0;397.0;;4.264256238937378
4;325.0;397.0;;4.264256238937378
5;323.0;395.0;;4.2961225509643555
6;323.0;395.0;;4.2961225509643555
7;322.0;401.0;;4.325808763504028
8;322.0;401.0;;4.325808763504028
9;324.0;393.0;;4.359047174453735
10;324.0;393.0;;4.359047174453735
11;324.0;393.0;;4.389777183532715
12;324.0;393.0;;4.389777183532715
13;323.0;391.0;;4.420087575912476
14;323.0;391.0;;4.420087575912476
15;318.0;391.0;;4.454121112823486
16;318.0;391.0;;4.454121112823486
17;320.0;394.0;;4.483463764190674
18;320.0;394.0;;4.483463764190674
19;315.0;390.0;;4.513425827026367
20;315.0;390.0;;4.513425827026367
21;314.0;389.0;;4.545597553253174
22;314.0;389.0;;4.545597553253174
23;310.0;388.0;;4.575806379318237
24;310.0;388.0;;4.575806379318237
25;309.0;383.0;;4.620213508605957
26;309.0;383.0;;4.620213508605957
27;308.0;384.0;;4.654370546340942
28;308.0;384.0;;4.654370546340942
29;304.0;380.0;;4.687827825546265
30;304.0;380.0;;4.687827825546265
31;304.0;380.0;;4.731023550033569
32;304.0;380.0;;4.731023550033569
33;301.0;377.0;;4.761946439743042
34;301.0;377.0;;4.761946439743042
35;301.0;375.0;;4.792297840118408
36;301.0;375.0;;4.792297840118408
37;299.0;368.0;;4.823139905929565
38;299.0;368.0;;4.823139905929565
39;300.0;368.0;;4.856990337371826
40;300.0;368.0;;4.856990337371826
41;296.0;362.0;;4.887120008468628
42;296.0;362.0;;4.887120008468628
43;296.0;362.0;;4.920103073120117
44;296.0;362.0;;4.920103073120117
45;295.0;355.0;;4.951582670211792
46;295.0;355.0;;4.951582670211792
47;296.0;347.0;;4.989189147949219
48;296.0;347.0;;4.989189147949219
49;295.0;347.0;;5.02214789390564
50;295.0;347.0;;5.02214789390564
51;297.0;339.0;;5.053220510482788
52;297.0;339.0;;5.053220510482788
53;295.0;339.0;;5.083763122558594
54;295.0;339.0;;5.083763122558594
55;295.0;329.0;;5.1158366203308105
56;295.0;329.0;;5.1158366203308105
57;295.0;330.0;;5.14485502243042
58;295.0;330.0;;5.14485502243042
59;294.0;321.0;;5.177879571914673
60;294.0;321.0;;5.177879571914673
61;294.0;321.0;;5.208223104476929
62;294.0;321.0;;5.208223104476929
