;x;y;t
0;;;0.0
1;445.0;199.0;0.07928967475891113
2;441.0;180.0;0.12037849426269531
3;435.0;166.0;0.14731097221374512
4;439.0;156.0;0.2150726318359375
5;455.0;200.0;0.29300713539123535
6;449.0;140.0;0.3762485980987549
7;455.0;163.0;0.44124507904052734
8;453.0;190.0;0.5038690567016602
9;458.0;185.0;0.5651242733001709
10;460.0;188.0;0.633258581161499
11;462.0;191.0;0.690101146697998
12;463.0;190.0;0.7530651092529297
13;461.0;144.0;0.8153164386749268
14;462.0;171.0;0.8771347999572754
15;462.0;147.0;0.9403986930847168
16;459.0;161.0;1.0028066635131836
17;461.0;193.0;1.0579564571380615
18;459.0;190.0;1.1210174560546875
19;456.0;145.0;1.1822898387908936
20;457.0;193.0;1.2502257823944092
21;456.0;194.0;1.313889503479004
22;458.0;137.0;1.377044677734375
23;457.0;140.0;1.4389142990112305
24;456.0;138.0;1.4990453720092773
25;459.0;134.0;1.5623116493225098
26;457.0;145.0;1.6199615001678467
27;461.0;141.0;1.6862564086914062
28;465.0;148.0;1.7506561279296875
29;476.0;126.0;1.8088598251342773
30;484.0;130.0;1.8744349479675293
31;491.0;136.0;1.9346730709075928
32;498.0;145.0;1.9986591339111328
33;505.0;156.0;2.0619277954101562
34;510.0;169.0;2.1212034225463867
35;515.0;185.0;2.1772141456604004
36;518.0;199.0;2.2369449138641357
37;519.0;215.0;2.3090953826904297
38;515.0;229.0;2.3794705867767334
39;510.0;243.0;2.4401962757110596
40;504.0;254.0;2.5009217262268066
41;494.0;261.0;2.564084768295288
42;483.0;265.0;2.625857353210449
43;421.0;263.0;2.6870083808898926
44;409.0;254.0;2.749373197555542
45;400.0;242.0;2.8152949810028076
46;390.0;226.0;2.873889207839966
47;;;2.9762661457061768
48;381.0;198.0;3.006072998046875
49;382.0;178.0;3.0378987789154053
50;386.0;160.0;3.19441556930542
51;;;3.2243080139160156
52;;;3.254257917404175
53;401.0;137.0;3.365354061126709
54;413.0;129.0;3.3972127437591553
55;423.0;117.0;3.4279587268829346
56;;;3.4909613132476807
57;438.0;185.0;3.5512704849243164
58;446.0;140.0;3.615402936935425
59;457.0;124.0;3.6772444248199463
60;470.0;156.0;3.7402501106262207
61;483.0;157.0;3.8010268211364746
62;484.0;156.0;3.8662025928497314
63;490.0;165.0;3.927335500717163
64;496.0;179.0;3.9892427921295166
65;497.0;195.0;4.05453896522522
66;498.0;209.0;4.114210605621338
67;495.0;223.0;4.182116746902466
68;489.0;233.0;4.239251375198364
69;484.0;240.0;4.300593376159668
70;474.0;245.0;4.366733074188232
71;463.0;247.0;4.437036752700806
72;447.0;246.0;4.506406784057617
73;437.0;240.0;4.565516948699951
74;428.0;235.0;4.625775098800659
75;419.0;227.0;4.782394886016846
76;408.0;207.0;4.813744068145752
77;405.0;197.0;4.84436821937561
78;401.0;186.0;4.956088066101074
79;;;4.984158039093018
80;;;5.015516757965088
81;422.0;220.0;5.078033447265625
82;432.0;203.0;5.144210338592529
83;425.0;204.0;5.199036121368408
84;;;5.264349699020386
85;446.0;204.0;5.332164525985718
86;447.0;188.0;5.391691446304321
87;461.0;134.0;5.452059268951416
88;465.0;143.0;5.516190528869629
89;478.0;147.0;5.581093788146973
90;482.0;161.0;5.642027854919434
91;491.0;163.0;5.704110622406006
92;496.0;175.0;5.765525817871094
93;496.0;192.0;5.8293187618255615
94;497.0;211.0;5.889974117279053
95;493.0;229.0;5.951653480529785
96;487.0;239.0;6.014463424682617
97;465.0;253.0;6.356388807296753
98;437.0;306.0;6.385745048522949
99;436.0;294.0;6.416435718536377
100;432.0;245.0;6.525975465774536
101;414.0;236.0;6.55611252784729
102;402.0;220.0;6.587154150009155
103;392.0;200.0;6.65105676651001
104;;;6.714186906814575
105;;;6.77535080909729
106;;;6.8354332447052
107;;;6.8978612422943115
108;;;6.95894455909729
109;;;7.0231897830963135
110;398.0;125.0;7.088048458099365
111;415.0;114.0;7.148783922195435
112;427.0;111.0;7.210756063461304
113;;;7.271402359008789
114;441.0;179.0;7.334393501281738
115;456.0;121.0;7.395923376083374
116;464.0;120.0;7.459768056869507
117;474.0;179.0;7.529040336608887
118;479.0;158.0;7.580372333526611
119;493.0;155.0;7.646078586578369
120;502.0;164.0;7.7212724685668945
121;508.0;174.0;7.785818338394165
122;511.0;190.0;7.849496364593506
123;513.0;203.0;7.910133600234985
124;509.0;214.0;7.973064422607422
125;502.0;227.0;8.036069631576538
126;495.0;234.0;8.148623943328857
127;483.0;240.0;8.179218530654907
128;470.0;242.0;8.208659648895264
129;436.0;305.0;8.269156694412231
130;439.0;236.0;8.336400032043457
131;423.0;234.0;8.39997935295105
132;413.0;217.0;8.460801124572754
133;407.0;206.0;8.5249764919281
134;400.0;189.0;8.585190296173096
135;397.0;177.0;8.646023988723755
136;396.0;164.0;8.705792665481567
137;444.0;184.0;8.767242670059204
138;404.0;141.0;8.830314636230469
139;412.0;132.0;8.892004251480103
140;;;8.955881118774414
141;437.0;182.0;9.016473770141602
142;435.0;184.0;9.07783579826355
143;439.0;188.0;9.142883539199829
144;457.0;184.0;9.21300458908081
145;465.0;188.0;9.269970893859863
146;471.0;150.0;9.350272178649902
147;472.0;160.0;9.416000127792358
148;491.0;157.0;9.500559329986572
149;496.0;172.0;9.530969619750977
150;498.0;182.0;9.768786907196045
151;500.0;198.0;9.797852277755737
152;496.0;213.0;9.826974630355835
153;492.0;225.0;9.891133308410645
154;487.0;235.0;9.957152128219604
155;479.0;242.0;10.036273002624512
156;471.0;246.0;10.111477851867676
157;442.0;241.0;10.17909574508667
158;431.0;240.0;10.24068021774292
159;432.0;240.0;10.301330327987671
160;419.0;220.0;10.372537851333618
