;x;y;t
0;;;0.0
1;445.0;199.0;0.06509590148925781
2;442.0;179.0;0.1566791534423828
3;434.0;166.0;0.18288230895996094
4;441.0;152.0;0.21355557441711426
5;444.0;141.0;0.24503540992736816
6;450.0;132.0;0.27696657180786133
7;455.0;126.0;0.3077659606933594
8;459.0;123.0;0.33803582191467285
9;462.0;122.0;0.3701131343841553
10;464.0;122.0;0.4020984172821045
11;465.0;122.0;0.43285322189331055
12;466.0;123.0;0.464005708694458
13;466.0;124.0;0.49479174613952637
14;466.0;125.0;0.5251598358154297
15;466.0;125.0;0.5564343929290771
16;465.0;125.0;0.5898411273956299
17;464.0;125.0;0.6204874515533447
18;463.0;124.0;0.6519227027893066
19;461.0;124.0;0.686586856842041
20;460.0;124.0;0.718353271484375
21;459.0;123.0;0.745067834854126
22;459.0;123.0;0.7724571228027344
23;459.0;122.0;0.8177340030670166
24;460.0;121.0;0.8522958755493164
25;461.0;121.0;0.8818552494049072
26;463.0;120.0;0.9118289947509766
27;466.0;120.0;0.9438040256500244
28;470.0;121.0;0.9750957489013672
29;477.0;124.0;1.0076735019683838
30;483.0;129.0;1.0378203392028809
31;491.0;135.0;1.0709855556488037
32;499.0;144.0;1.1002411842346191
33;506.0;156.0;1.1306636333465576
34;511.0;169.0;1.1616899967193604
35;515.0;184.0;1.1992943286895752
36;518.0;198.0;1.2258093357086182
37;519.0;214.0;1.2557594776153564
38;517.0;228.0;1.2869949340820312
39;511.0;241.0;1.3201806545257568
40;506.0;251.0;1.3502342700958252
41;496.0;260.0;1.3815467357635498
42;485.0;264.0;1.4135727882385254
43;421.0;263.0;1.4770400524139404
44;407.0;255.0;1.508716106414795
45;398.0;241.0;1.539426326751709
46;390.0;227.0;1.5705230236053467
47;385.0;213.0;1.6017258167266846
48;382.0;199.0;1.6324129104614258
49;382.0;180.0;1.6637680530548096
50;387.0;159.0;1.695096731185913
51;386.0;156.0;1.7261428833007812
52;393.0;145.0;1.7581074237823486
53;401.0;137.0;1.789510726928711
54;412.0;125.0;1.8194663524627686
55;423.0;117.0;1.850820779800415
56;434.0;114.0;1.8907668590545654
57;445.0;116.0;1.927278757095337
58;445.0;116.0;1.9584746360778809
59;456.0;120.0;1.990739345550537
60;477.0;139.0;2.020087480545044
61;484.0;150.0;2.0532944202423096
62;484.0;151.0;2.082332134246826
63;490.0;164.0;2.114920139312744
64;495.0;179.0;2.1433122158050537
65;497.0;194.0;2.1757614612579346
66;498.0;209.0;2.2058026790618896
67;496.0;221.0;2.236419916152954
68;492.0;231.0;2.2680470943450928
69;485.0;239.0;2.2986276149749756
70;475.0;244.0;2.33231520652771
71;463.0;245.0;2.361161231994629
72;451.0;245.0;2.392007827758789
73;438.0;239.0;2.4224789142608643
74;427.0;235.0;2.4538521766662598
75;416.0;225.0;2.484968662261963
76;409.0;208.0;2.516077756881714
77;407.0;196.0;2.548504590988159
78;402.0;184.0;2.578204393386841
79;400.0;171.0;2.6254310607910156
80;404.0;156.0;2.6577258110046387
81;410.0;145.0;2.689197063446045
82;414.0;140.0;2.7220635414123535
83;423.0;128.0;2.7535080909729004
84;432.0;119.0;2.781068801879883
85;442.0;116.0;2.813730239868164
86;452.0;117.0;2.8440427780151367
87;461.0;119.0;2.875011444091797
88;471.0;127.0;2.906782627105713
89;479.0;135.0;2.937748432159424
90;485.0;145.0;2.9688096046447754
91;491.0;159.0;3.0002219676971436
92;495.0;173.0;3.0310842990875244
93;497.0;191.0;3.063150405883789
94;497.0;209.0;3.093127965927124
95;494.0;223.0;3.1248505115509033
96;489.0;237.0;3.154691219329834
97;467.0;252.0;3.1857595443725586
98;443.0;251.0;3.216843843460083
99;439.0;248.0;3.2472591400146484
100;429.0;243.0;3.278066635131836
101;414.0;236.0;3.309311866760254
102;403.0;219.0;3.340088129043579
103;393.0;202.0;3.3710880279541016
104;385.0;188.0;3.402702808380127
105;382.0;173.0;3.4361636638641357
106;383.0;158.0;3.4641120433807373
107;386.0;145.0;3.4958760738372803
108;386.0;142.0;3.5256540775299072
109;390.0;133.0;3.557223081588745
110;397.0;124.0;3.587904214859009
111;415.0;114.0;3.6191248893737793
112;427.0;111.0;3.6507792472839355
113;426.0;112.0;3.6810214519500732
114;441.0;112.0;3.7118728160858154
115;453.0;115.0;3.7441201210021973
116;464.0;120.0;3.773320436477661
117;475.0;128.0;3.8065907955169678
118;485.0;137.0;3.836728811264038
119;494.0;149.0;3.8694400787353516
120;502.0;163.0;3.899508237838745
121;508.0;174.0;3.9311933517456055
122;511.0;188.0;3.961900234222412
123;514.0;202.0;3.994843006134033
124;509.0;214.0;4.025795221328735
125;505.0;226.0;4.058000087738037
126;495.0;234.0;4.088357448577881
127;483.0;239.0;4.119477272033691
128;471.0;242.0;4.150033712387085
129;454.0;241.0;4.181350946426392
130;437.0;236.0;4.2121336460113525
131;425.0;231.0;4.244130849838257
132;414.0;217.0;4.275100946426392
133;404.0;204.0;4.307079792022705
134;399.0;188.0;4.338734149932861
135;397.0;177.0;4.369097709655762
136;397.0;164.0;4.400319814682007
137;399.0;153.0;4.431639671325684
138;404.0;141.0;4.462256193161011
139;412.0;132.0;4.493347883224487
140;419.0;125.0;4.526494741439819
141;429.0;118.0;4.556684970855713
142;438.0;116.0;4.585602045059204
143;450.0;116.0;4.617130517959595
144;459.0;118.0;4.64877462387085
145;469.0;124.0;4.679338455200195
146;477.0;133.0;4.710789680480957
147;486.0;142.0;4.741431474685669
148;490.0;154.0;4.772190093994141
149;494.0;166.0;4.803668975830078
150;497.0;180.0;4.833867311477661
151;500.0;195.0;4.864991188049316
152;496.0;210.0;4.897021770477295
153;493.0;224.0;4.92878532409668
154;489.0;234.0;4.959737777709961
155;480.0;241.0;4.990408182144165
156;470.0;245.0;5.022612810134888
157;441.0;241.0;5.052875518798828
158;430.0;235.0;5.083785533905029
159;433.0;235.0;5.115225791931152
160;420.0;223.0;5.1458234786987305
161;413.0;207.0;5.177863836288452
