;x;y;t
0;;;0.0
1;446.0;198.0;0.06855607032775879
2;442.0;179.0;0.11220908164978027
3;435.0;165.0;0.1427018642425537
4;444.0;158.0;0.17368602752685547
5;445.0;149.0;0.20749783515930176
6;451.0;142.0;0.23672127723693848
7;454.0;134.0;0.26831555366516113
8;457.0;129.0;0.299100399017334
9;462.0;126.0;0.33140110969543457
10;464.0;124.0;0.3623473644256592
11;464.0;124.0;0.3925740718841553
12;465.0;123.0;0.4247262477874756
13;465.0;124.0;0.4563007354736328
14;465.0;125.0;0.48618078231811523
15;464.0;126.0;0.5171632766723633
16;464.0;127.0;0.5472009181976318
17;463.0;126.0;0.5800762176513672
18;462.0;125.0;0.6116979122161865
19;460.0;124.0;0.6409106254577637
20;459.0;123.0;0.6739497184753418
21;458.0;123.0;0.7038795948028564
22;458.0;123.0;0.7338900566101074
23;458.0;123.0;0.7658748626708984
24;459.0;123.0;0.8036301136016846
25;460.0;121.0;0.8270769119262695
26;462.0;120.0;0.859529972076416
27;465.0;120.0;0.889671802520752
28;469.0;120.0;0.919917106628418
29;475.0;122.0;0.9507687091827393
30;483.0;128.0;0.9823653697967529
31;490.0;135.0;1.0136585235595703
32;497.0;144.0;1.0450847148895264
33;504.0;150.0;1.0749363899230957
34;511.0;169.0;1.1397099494934082
35;515.0;185.0;1.2001290321350098
36;520.0;196.0;1.2311537265777588
37;521.0;215.0;1.2843246459960938
38;517.0;228.0;1.3087637424468994
39;513.0;242.0;1.3395440578460693
40;506.0;253.0;1.3701462745666504
41;496.0;260.0;1.4018409252166748
42;485.0;266.0;1.4315214157104492
43;421.0;263.0;1.4945857524871826
44;405.0;258.0;1.5245177745819092
45;397.0;253.0;1.5566160678863525
46;391.0;244.0;1.5875585079193115
47;391.0;238.0;1.6183130741119385
48;385.0;220.0;1.6504123210906982
49;382.0;237.0;1.6813080310821533
50;396.0;222.0;1.711548089981079
51;390.0;224.0;1.7420756816864014
52;397.0;215.0;1.773772954940796
53;402.0;206.0;1.8041200637817383
54;411.0;200.0;1.835115671157837
55;414.0;192.0;1.865799903869629
56;423.0;187.0;1.8968632221221924
57;433.0;187.0;1.9284839630126953
58;433.0;185.0;1.9602618217468262
59;443.0;190.0;1.991410493850708
60;471.0;154.0;2.0542690753936768
61;483.0;155.0;2.084195375442505
62;482.0;154.0;2.1152002811431885
63;484.0;171.0;2.1460227966308594
64;495.0;179.0;2.2085747718811035
65;498.0;195.0;2.2704851627349854
66;497.0;210.0;2.334027051925659
67;496.0;223.0;2.3648173809051514
68;495.0;229.0;2.3950631618499756
69;483.0;239.0;2.4267401695251465
70;475.0;244.0;2.4571523666381836
71;463.0;246.0;2.489755630493164
72;445.0;272.0;2.521332263946533
73;441.0;264.0;2.551547050476074
74;423.0;262.0;2.582634449005127
75;421.0;258.0;2.6134660243988037
76;417.0;273.0;2.6435017585754395
77;410.0;268.0;2.674687623977661
78;405.0;254.0;2.7114784717559814
79;409.0;240.0;2.735762357711792
80;412.0;198.0;2.7669379711151123
81;409.0;219.0;2.7988452911376953
82;417.0;209.0;2.8295798301696777
83;421.0;199.0;2.8602898120880127
84;426.0;191.0;2.8912861347198486
85;431.0;190.0;2.9218318462371826
86;437.0;192.0;2.952367067337036
87;446.0;192.0;2.982978105545044
88;450.0;187.0;3.0134761333465576
89;479.0;144.0;3.075913667678833
90;487.0;147.0;3.1073431968688965
91;490.0;157.0;3.140432357788086
92;496.0;175.0;3.2033965587615967
93;499.0;194.0;3.2648539543151855
94;496.0;212.0;3.3261542320251465
95;493.0;229.0;3.389090061187744
96;488.0;239.0;3.450075626373291
97;465.0;253.0;3.512763261795044
98;437.0;255.0;3.5420114994049072
99;441.0;278.0;3.5729308128356934
100;437.0;271.0;3.6036527156829834
101;406.0;255.0;3.636871814727783
102;412.0;259.0;3.666046619415283
103;402.0;271.0;3.6959569454193115
104;397.0;254.0;3.7276456356048584
105;;;4.023035764694214
106;;;4.052716493606567
107;;;4.082704305648804
108;;;4.113632440567017
109;;;4.1452085971832275
110;398.0;125.0;4.17465877532959
111;416.0;114.0;4.236843824386597
112;427.0;111.0;4.267401218414307
113;428.0;112.0;4.330304861068726
114;445.0;114.0;4.360900163650513
115;447.0;170.0;4.4234490394592285
116;463.0;184.0;4.45319390296936
117;477.0;186.0;4.4838056564331055
118;480.0;156.0;4.5466413497924805
119;496.0;152.0;4.578671932220459
120;502.0;164.0;4.60864782333374
121;507.0;174.0;4.6400229930877686
122;512.0;188.0;4.671646595001221
123;512.0;203.0;4.703723192214966
124;510.0;212.0;4.765408039093018
125;506.0;226.0;4.797730445861816
126;496.0;233.0;4.828414440155029
127;486.0;240.0;4.85839056968689
128;471.0;243.0;4.889476776123047
129;451.0;250.0;4.920331239700317
130;428.0;245.0;4.950888395309448
131;422.0;235.0;4.982033967971802
132;413.0;227.0;5.013934850692749
133;408.0;216.0;5.043932199478149
134;402.0;200.0;5.077626466751099
135;403.0;184.0;5.107279539108276
136;405.0;171.0;5.138376474380493
137;405.0;160.0;5.170203924179077
138;406.0;151.0;5.200382232666016
139;414.0;141.0;5.230880498886108
140;420.0;133.0;5.295317888259888
141;427.0;131.0;5.324553728103638
142;436.0;147.0;5.355827331542969
143;443.0;175.0;5.387259244918823
144;457.0;163.0;5.449966192245483
145;464.0;188.0;5.480556964874268
146;481.0;189.0;5.511921405792236
147;476.0;158.0;5.542985439300537
148;483.0;159.0;5.573027849197388
149;494.0;171.0;5.6046671867370605
150;496.0;182.0;5.634781122207642
151;499.0;196.0;5.666905879974365
152;497.0;209.0;5.7304065227508545
153;493.0;223.0;5.760630369186401
154;488.0;233.0;5.792181015014648
155;479.0;243.0;5.822927474975586
156;471.0;245.0;5.854127407073975
157;441.0;242.0;5.885775566101074
158;427.0;237.0;5.916078567504883
159;431.0;237.0;5.947415828704834
160;417.0;227.0;5.978489637374878
161;413.0;215.0;6.008835554122925
162;410.0;201.0;6.040298223495483
163;416.0;187.0;6.0722737312316895
164;422.0;174.0;6.103187322616577
165;427.0;165.0;6.133635520935059
166;424.0;156.0;6.165459156036377
167;430.0;152.0;6.196653842926025
168;437.0;156.0;6.226735353469849
169;452.0;196.0;6.2910473346710205
170;456.0;200.0;6.320319414138794
171;455.0;197.0;6.352496385574341
172;468.0;193.0;6.383874416351318
173;470.0;205.0;6.414977312088013
174;489.0;166.0;6.446059942245483
175;496.0;173.0;6.477041244506836
176;498.0;183.0;6.508375644683838
177;500.0;195.0;6.540166139602661
178;500.0;207.0;6.571484565734863
179;496.0;216.0;6.6028125286102295
180;488.0;226.0;6.633875846862793
181;480.0;231.0;6.6637561321258545
182;467.0;233.0;6.695027112960815
