;x;y;t
0;;;0.0
1;;;0.15616726875305176
2;440.0;181.0;0.19102931022644043
3;438.0;189.0;0.2344515323638916
4;440.0;155.0;0.2691612243652344
5;445.0;141.0;0.2992720603942871
6;450.0;132.0;0.3304927349090576
7;456.0;126.0;0.35997629165649414
8;459.0;123.0;0.392122745513916
9;462.0;122.0;0.4239506721496582
10;464.0;122.0;0.4542660713195801
11;465.0;122.0;0.48592400550842285
12;466.0;123.0;0.5192241668701172
13;466.0;124.0;0.5490658283233643
14;466.0;124.0;0.5792479515075684
15;466.0;125.0;0.6102783679962158
16;465.0;125.0;0.6419267654418945
17;464.0;125.0;0.6732118129730225
18;463.0;124.0;0.7043547630310059
19;461.0;124.0;0.7351875305175781
20;460.0;124.0;0.7651469707489014
21;459.0;123.0;0.7972962856292725
22;459.0;123.0;0.8280119895935059
23;459.0;122.0;0.8605842590332031
24;460.0;121.0;0.8904168605804443
25;461.0;121.0;0.9223406314849854
26;463.0;120.0;0.9530749320983887
27;466.0;120.0;1.0203273296356201
28;470.0;121.0;1.0457265377044678
29;477.0;124.0;1.0783591270446777
30;483.0;129.0;1.1084976196289062
31;491.0;135.0;1.1413581371307373
32;499.0;144.0;1.1702840328216553
33;506.0;156.0;1.202855110168457
34;511.0;169.0;1.2325570583343506
35;515.0;184.0;1.2652826309204102
36;518.0;197.0;1.2960858345031738
37;519.0;214.0;1.327505350112915
38;516.0;228.0;1.358213186264038
39;511.0;241.0;1.3901560306549072
40;506.0;251.0;1.421048641204834
41;496.0;260.0;1.4519479274749756
42;485.0;264.0;1.5144784450531006
43;420.0;263.0;1.544419527053833
44;407.0;254.0;1.575268268585205
45;399.0;240.0;1.6065709590911865
46;390.0;226.0;1.6373341083526611
47;385.0;214.0;1.6711580753326416
48;381.0;199.0;1.699232578277588
49;382.0;180.0;1.7304630279541016
50;387.0;160.0;1.7624285221099854
51;386.0;156.0;1.792513132095337
52;393.0;145.0;1.8244438171386719
53;401.0;137.0;1.855457067489624
54;412.0;125.0;1.8854398727416992
55;423.0;117.0;1.9161510467529297
56;434.0;114.0;1.9480140209197998
57;445.0;116.0;1.9793531894683838
58;445.0;116.0;2.0103166103363037
59;456.0;120.0;2.041898012161255
60;476.0;139.0;2.0725855827331543
61;484.0;149.0;2.1041526794433594
62;484.0;151.0;2.1353402137756348
63;490.0;164.0;2.1676414012908936
64;495.0;179.0;2.197554111480713
65;497.0;194.0;2.2283382415771484
66;498.0;209.0;2.259573221206665
67;496.0;221.0;2.2917144298553467
68;492.0;231.0;2.322685718536377
69;485.0;239.0;2.3562347888946533
70;475.0;244.0;2.3863019943237305
71;463.0;245.0;2.41806960105896
72;451.0;245.0;2.448509931564331
73;438.0;239.0;2.4795339107513428
74;427.0;235.0;2.5103859901428223
75;416.0;225.0;2.5426063537597656
76;409.0;208.0;2.5732531547546387
77;407.0;196.0;2.603306770324707
78;402.0;184.0;2.6343843936920166
79;400.0;171.0;2.6653449535369873
80;404.0;156.0;2.6975886821746826
81;410.0;145.0;2.728231191635132
82;414.0;140.0;2.760406494140625
83;423.0;128.0;2.790983200073242
84;432.0;119.0;2.822533369064331
85;442.0;116.0;2.852322578430176
86;452.0;117.0;2.8851072788238525
87;461.0;119.0;2.9154582023620605
88;471.0;127.0;2.9471564292907715
89;479.0;135.0;2.9772932529449463
90;485.0;145.0;3.009307622909546
91;491.0;159.0;3.0401532649993896
92;495.0;173.0;3.0725810527801514
93;497.0;191.0;3.1031112670898438
94;497.0;209.0;3.135474681854248
95;495.0;223.0;3.1653313636779785
96;489.0;237.0;3.1959846019744873
97;467.0;252.0;3.227205991744995
98;443.0;251.0;3.2582600116729736
99;440.0;249.0;3.2894363403320312
100;429.0;243.0;3.321805238723755
101;414.0;236.0;3.352167844772339
102;403.0;219.0;3.3822972774505615
103;393.0;202.0;3.4131340980529785
104;386.0;188.0;3.4461545944213867
105;382.0;173.0;3.475334405899048
106;384.0;158.0;3.50656795501709
107;386.0;145.0;3.5378670692443848
108;386.0;142.0;3.5699985027313232
109;390.0;133.0;3.6001482009887695
110;397.0;124.0;3.6312127113342285
111;415.0;114.0;3.662193775177002
112;427.0;111.0;3.693253993988037
113;426.0;112.0;3.7224624156951904
114;441.0;112.0;3.7549753189086914
115;453.0;115.0;3.7852840423583984
116;464.0;120.0;3.8160133361816406
117;475.0;128.0;3.8482446670532227
118;485.0;137.0;3.8782095909118652
119;494.0;149.0;3.909282684326172
120;502.0;163.0;3.9402925968170166
121;508.0;174.0;3.971191883087158
122;511.0;188.0;4.00393009185791
123;514.0;202.0;4.033220052719116
124;509.0;214.0;4.064100027084351
125;504.0;226.0;4.095471382141113
126;495.0;234.0;4.127341032028198
127;483.0;239.0;4.1568639278411865
128;471.0;242.0;4.189533710479736
129;454.0;241.0;4.219564199447632
130;438.0;236.0;4.251286268234253
131;426.0;231.0;4.281279563903809
132;414.0;218.0;4.31248664855957
133;404.0;204.0;4.343892812728882
134;399.0;188.0;4.375471830368042
135;397.0;177.0;4.40616774559021
136;397.0;164.0;4.436328411102295
137;399.0;153.0;4.467149019241333
138;404.0;141.0;4.498579740524292
139;412.0;131.0;4.529447793960571
140;418.0;125.0;4.561087131500244
141;428.0;119.0;4.591214179992676
142;439.0;116.0;4.623023509979248
143;450.0;116.0;4.652341842651367
144;459.0;118.0;4.684955358505249
145;469.0;124.0;4.715898036956787
146;477.0;133.0;4.748177766799927
147;485.0;143.0;4.778278112411499
148;490.0;155.0;4.809234619140625
149;494.0;166.0;4.8411030769348145
150;497.0;180.0;4.871436834335327
151;500.0;195.0;4.904226303100586
152;496.0;210.0;4.9327392578125
153;492.0;224.0;4.9641218185424805
154;489.0;234.0;4.995032548904419
155;480.0;241.0;5.026824951171875
156;470.0;245.0;5.058098793029785
157;441.0;241.0;5.089340448379517
158;430.0;235.0;5.120928525924683
159;433.0;235.0;5.15303111076355
160;420.0;223.0;5.181788444519043
161;413.0;207.0;5.2132484912872314
162;412.0;195.0;5.244431972503662
163;411.0;179.0;5.276186943054199
164;414.0;160.0;5.306845664978027
165;424.0;152.0;5.338430881500244
166;421.0;151.0;5.369227886199951
167;429.0;144.0;5.399447202682495
168;438.0;138.0;5.430234909057617
169;449.0;135.0;5.462329149246216
170;459.0;136.0;5.492326498031616
171;459.0;135.0;5.524559736251831
172;467.0;139.0;5.5550878047943115
173;477.0;146.0;5.585626840591431
174;490.0;161.0;5.6166832447052
